"stockid","commonname","region","year","sst","prodbest","TBbest","R","UdivUmsypref","sst.z","prodbest.div","n.obs"
"ACMACKSARG","Argentine chub mackerel","South America",1991,8.88263700325481,-3821.7231,193013.5056,256380330.1,0.00601808650681389,-0.895299274411676,-0.0276659506358221,28
"ACMACKSARG","Argentine chub mackerel","South America",1992,8.81214644752368,-1924.2378,188948.7825,275498521.3,0.0544677936174247,-1.21862024957586,-0.0139298077315918,28
"ACMACKSARG","Argentine chub mackerel","South America",1993,9.34086466116536,-894.066699999996,184871.5447,273512545.8,0.111700091296163,1.20646615595237,-0.00647226513802956,28
"ACMACKSARG","Argentine chub mackerel","South America",1994,9.23596946338211,42.7752000000037,179657.478,263092839.8,0.160572743200522,0.725340460665181,0.000309655236832182,28
"ACMACKSARG","Argentine chub mackerel","South America",1995,8.92424046290844,-594.790800000017,173665.2532,231083721,0.282378708260917,-0.704475539148161,-0.00430576796928108,28
"ACMACKSARG","Argentine chub mackerel","South America",1996,9.16430437083196,-1129.51669999998,162811.4624,210856389.9,0.236611598636048,0.39663220509509,-0.00817671831445247,28
"ACMACKSARG","Argentine chub mackerel","South America",1997,9.315399096269,-3491.12610000002,153622.9457,168982051.5,0.275936688031528,1.08966254744057,-0.0252727159500464,28
"ACMACKSARG","Argentine chub mackerel","South America",1998,9.58728066959766,-3223.6059,141263.8196,174952977.8,0.0972851953769039,2.33670925470571,-0.0233361024242559,28
"ACMACKSARG","Argentine chub mackerel","South America",1999,9.38920715521482,751.775200000004,135165.2137,214702033.7,0.23128776754426,1.4282000060522,0.00544219846080303,28
"ACMACKSARG","Argentine chub mackerel","South America",2000,9.321064710015,844.851800000004,129376.9889,185900765.4,0.373685082645123,1.11564917419164,0.00611599207524626,28
"ACMACKSARG","Argentine chub mackerel","South America",2001,9.01300544790949,3429.6361,120107.8407,201286655.7,0.133086731947218,-0.297334735485867,0.0248275818416655,28
"ACMACKSARG","Argentine chub mackerel","South America",2002,8.92624720399227,3848.2326,120193.4768,192822943.8,0.411264753911294,-0.69527116449972,0.0278578563545751,28
"ACMACKSARG","Argentine chub mackerel","South America",2003,8.99885440595222,11774.551,113700.7094,285651670.6,0.0159757138683253,-0.362241709728846,0.0852375062769381,28
"ACMACKSARG","Argentine chub mackerel","South America",2004,9.27947754089278,18883.1976,125095.2604,360011591.3,0.0761563803966637,0.924900159157616,0.136697923679524,28
"ACMACKSARG","Argentine chub mackerel","South America",2005,9.08820075177986,10079.6345,141985.458,232481600.3,0.0125912134644544,0.0475656376629625,0.0729677852652718,28
"ACMACKSARG","Argentine chub mackerel","South America",2006,9.16178563969705,9335.70329999999,151691.0925,267113273,0.0270375328382373,0.38507947156548,0.067582370540786,28
"ACMACKSARG","Argentine chub mackerel","South America",2007,8.79480407434682,12561.9716,160168.7958,327236900.7,0.235501666233253,-1.29816499069822,0.0909377464249568,28
"ACMACKSARG","Argentine chub mackerel","South America",2008,8.93406256280764,15955.2919,164839.7674,357889842.5,0.355117531643578,-0.659424242777591,0.115502433466603,28
"ACMACKSARG","Argentine chub mackerel","South America",2009,9.00464201154131,6247.32430000001,168549.0593,222429684.4,0.334086409226255,-0.335695539628164,0.045225193235421,28
"ACMACKSARG","Argentine chub mackerel","South America",2010,8.71772590751198,11653.3345,163016.3836,301150287.8,0.74764886925403,-1.65170154331051,0.0843600042660659,28
"ACMACKSARG","Argentine chub mackerel","South America",2011,9.03433111580935,-11280.766,149172.7181,178900928.3,0.851256161395484,-0.199519706651231,-0.0816629324323001,28
"ACMACKSARG","Argentine chub mackerel","South America",2012,9.15454155969299,14324.1081,111326.9521,138992284.6,0.863435709932212,0.351852850115463,0.10369408176034,28
"ACMACKSARG","Argentine chub mackerel","South America",2013,9.04215882061306,7605.2738,105542.0602,224712818.9,0.7969900837196,-0.163616157244036,0.0550555663027264,28
"ACMACKSARG","Argentine chub mackerel","South America",2014,8.88710494374587,8515.23879999999,95550.334,235553012.4,0.332031631511342,-0.874806048594946,0.0616429213024452,28
"ACMACKSARG","Argentine chub mackerel","South America",2015,8.82901925932277,-13449.9696,97428.5728,200094588.5,0.797174541950562,-1.14122925856919,-0.0973660794542932,28
"ACMACKSARG","Argentine chub mackerel","South America",2016,8.80234546793832,21055.6664,67730.6032,164023895.6,0.731304920979244,-1.26357467282073,0.152424707909042,28
"ACMACKSARG","Argentine chub mackerel","South America",2017,9.31390726506108,17959.4417,78424.2696,303016418.9,0.331336146268143,1.08281992411434,0.130010734560838,28
"ACMACKSARG","Argentine chub mackerel","South America",2018,9.22392526118442,26071.4881,90947.7113,211084354.4,0.0466724976520137,0.670096986426088,0.18873489363398,28
"ALBANPAC","Albacore tuna","Pacific Ocean",1994,21.687178759656,87223,902294,189594000,0.441,0.533730510423336,0.115112532361614,22
"ALBANPAC","Albacore tuna","Pacific Ocean",1995,21.5829914195551,56391,916529,163714000,0.428,-0.123425955223285,0.0744220080988243,22
"ALBANPAC","Albacore tuna","Pacific Ocean",1996,21.5617346844344,42463,905067,170831000,0.519,-0.257501754735762,0.0560405335940199,22
"ALBANPAC","Albacore tuna","Pacific Ocean",1997,21.736338411392,36787,863514,153239000,0.623,0.843802568659619,0.0485496340183974,22
"ALBANPAC","Albacore tuna","Pacific Ocean",1998,21.540432856844,39101,796695,156442000,0.623,-0.391861972758062,0.0516035349377051,22
"ALBANPAC","Albacore tuna","Pacific Ocean",1999,21.3388514139648,93136,743767,256880000,0.792,-1.66332689751908,0.122916212627762,22
"ALBANPAC","Albacore tuna","Pacific Ocean",2000,21.4552884765909,103098,717837,156185000,0.61,-0.928905916317905,0.136063559627823,22
"ALBANPAC","Albacore tuna","Pacific Ocean",2001,21.5274092790012,93894,739902,199342000,0.649,-0.474007542238561,0.123916582937543,22
"ALBANPAC","Albacore tuna","Pacific Ocean",2002,21.6125897255179,68032,745274,139882000,0.753,0.0632638874850897,0.0897852149275454,22
"ALBANPAC","Albacore tuna","Pacific Ocean",2003,21.6267822199311,67273,709236,186757000,0.662,0.152782340094173,0.0887835248680145,22
"ALBANPAC","Albacore tuna","Pacific Ocean",2004,21.7463764760075,112276,686419,249480000,0.688,0.907117161951531,0.148176222824628,22
"ALBANPAC","Albacore tuna","Pacific Ocean",2005,21.6806612580348,110023,712443,170586000,0.532,0.492621693113228,0.145202826640013,22
"ALBANPAC","Albacore tuna","Pacific Ocean",2006,21.5673713485869,79724,763458,173815000,0.545,-0.221948775948635,0.105215728993468,22
"ALBANPAC","Albacore tuna","Pacific Ocean",2007,21.4591644429865,56331,781779,149597000,0.675,-0.904458451059372,0.0743428231138811,22
"ALBANPAC","Albacore tuna","Pacific Ocean",2008,21.4586376905929,63612,749531,187181000,0.506,-0.907780915582527,0.083951921036733,22
"ALBANPAC","Albacore tuna","Pacific Ocean",2009,21.6571615641991,64900,750445,164899000,0.636,0.344398543065533,0.0856517587135127,22
"ALBANPAC","Albacore tuna","Pacific Ocean",2010,21.472923855209,68823,737662,180860000,0.584,-0.81767164282761,0.090829136979046,22
"ALBANPAC","Albacore tuna","Pacific Ocean",2011,21.4642688275665,49207,742227,137925000,0.649,-0.872262799201421,0.0649409259016305,22
"ALBANPAC","Albacore tuna","Pacific Ocean",2012,21.4842124667737,34770,723446,139635000,0.662,-0.746469286852977,0.0458876987745584,22
"ALBANPAC","Albacore tuna","Pacific Ocean",2013,21.6711991480843,65093,675066,197952000,0.636,0.432939905224131,0.0859064704150799,22
"ALBANPAC","Albacore tuna","Pacific Ocean",2014,21.8803112358164,59310,660993,124520000,0.662,1.75190399783779,0.0782743576163088,22
"ALBANPAC","Albacore tuna","Pacific Ocean",2015,22.0444278378548,35336,646243,112811000,0.61,2.7870613024109,0.0466346771325221,22
"ALPLAICBSAI","Alaska plaice","US Alaska",1975,3.16367143555313,52492,461000,272197,0.0746470579453287,-1.88398120402349,0.087118090131495,39
"ALPLAICBSAI","Alaska plaice","US Alaska",1976,3.21078260414073,55620,511000,514090,0.0955882282871973,-1.77951249825529,0.0923094599770203,39
"ALPLAICBSAI","Alaska plaice","US Alaska",1977,4.19427711736324,52589,563000,309998,0.0587058816622837,0.401380101244394,0.0872790757053492,39
"ALPLAICBSAI","Alaska plaice","US Alaska",1978,4.39894433758719,49420,613000,280825,0.20405882112872,0.855228312846569,0.0820196604110813,39
"ALPLAICBSAI","Alaska plaice","US Alaska",1979,5.03867146738228,45672,652000,291714,0.238000008964706,2.27381900584176,0.0757993106089621,39
"ALPLAICBSAI","Alaska plaice","US Alaska",1980,3.89786389908266,37908,684000,201759,0.10888235754256,-0.255914256223716,0.0629138261202604,39
"ALPLAICBSAI","Alaska plaice","US Alaska",1981,4.64339508939357,30653,715000,216756,0.125294110290658,1.39729624346455,0.0508731009830206,39
"ALPLAICBSAI","Alaska plaice","US Alaska",1982,3.67753115768234,25811,737000,234534,0.0918235283314879,-0.744500657761394,0.0428370994510405,39
"ALPLAICBSAI","Alaska plaice","US Alaska",1983,4.33067110670464,20766,756000,270810,0.13658823956955,0.703832873447712,0.0344641899655305,39
"ALPLAICBSAI","Alaska plaice","US Alaska",1984,4.09809117462663,11982,766000,121000,0.23158823256955,0.18808840732041,0.0198858674837227,39
"ALPLAICBSAI","Alaska plaice","US Alaska",1985,3.87052609111582,6888,759000,133311,0.298705867074049,-0.316535665168919,0.0114316353887399,39
"ALPLAICBSAI","Alaska plaice","US Alaska",1986,4.05841442467201,3519,741000,230052,0.569588246240138,0.100105475860322,0.00584029107621601,39
"ALPLAICBSAI","Alaska plaice","US Alaska",1987,4.48377303456267,2567,698000,140498,0.231352926689966,1.04333538916655,0.00426030894931699,39
"ALPLAICBSAI","Alaska plaice","US Alaska",1988,3.89801124994244,638,682000,187140,0.808529372840831,-0.255587506663547,0.00105885356823695,39
"ALPLAICBSAI","Alaska plaice","US Alaska",1989,4.09816999933017,6134,621000,289969,0.19435292712526,0.188263200580868,0.0101802629899145,39
"ALPLAICBSAI","Alaska plaice","US Alaska",1990,3.97578582057641,4926,613000,168871,0.15082352763737,-0.0831229090023746,0.00817541171964765,39
"ALPLAICBSAI","Alaska plaice","US Alaska",1991,4.18777669696581,9003,607000,259226,0.209294126949481,0.386965461866346,0.0149417847567982,39
"ALPLAICBSAI","Alaska plaice","US Alaska",1992,3.75301997381307,9074,601000,209913,0.258117649904498,-0.577104705642591,0.0150596195582791,39
"ALPLAICBSAI","Alaska plaice","US Alaska",1993,4.54629460008194,12846,592000,293977,0.202764697614533,1.1819765485395,0.021319800842589,39
"ALPLAICBSAI","Alaska plaice","US Alaska",1994,4.02235945823292,13822,591000,224861,0.161235298103114,0.0201538254697394,0.0229396144516788,39
"ALPLAICBSAI","Alaska plaice","US Alaska",1995,3.98870147770005,15172,594000,225780,0.291411749512803,-0.0544825244756446,0.0251801353249074,39
"ALPLAICBSAI","Alaska plaice","US Alaska",1996,4.08628193197683,12096,590000,120611,0.249705879415225,0.161901489595515,0.0200750670241287,39
"ALPLAICBSAI","Alaska plaice","US Alaska",1997,4.53161564430311,9236,586000,138780,0.335117643116263,1.14942606086923,0.0153284820630665,39
"ALPLAICBSAI","Alaska plaice","US Alaska",1998,4.24044572987727,7296,574000,140876,0.227999991435294,0.503758695133141,0.0121087705859824,39
"ALPLAICBSAI","Alaska plaice","US Alaska",1999,3.50893613011355,4997,567000,162220,0.222647056204152,-1.11835901995241,0.00829324652112856,39
"ALPLAICBSAI","Alaska plaice","US Alaska",2000,3.77889048348935,4497,558000,185927,0.229705891415225,-0.519737020983714,0.00746342397548832,39
"ALPLAICBSAI","Alaska plaice","US Alaska",2001,4.08887468772674,3685,548000,190624,0.136470586629758,0.167650908378504,0.00611579216136857,39
"ALPLAICBSAI","Alaska plaice","US Alaska",2002,4.33954335481283,5176,543000,194961,0.190058833058131,0.723507025138376,0.00859032299246777,39
"ALPLAICBSAI","Alaska plaice","US Alaska",2003,4.66603235134057,10978,536000,322355,0.156235286397232,1.44749422259856,0.0182195838120771,39
"ALPLAICBSAI","Alaska plaice","US Alaska",2004,4.61269260070154,18888,537000,373961,0.124235298538408,1.3292136771925,0.0313473764841057,39
"ALPLAICBSAI","Alaska plaice","US Alaska",2005,4.45258944437263,18194,548000,147163,0.178235297903114,0.974185983494261,0.0301955827907571,39
"ALPLAICBSAI","Alaska plaice","US Alaska",2006,3.93605570791378,20318,555000,196196,0.281941161388927,-0.171224171915689,0.0337206689646368,39
"ALPLAICBSAI","Alaska plaice","US Alaska",2007,3.81314787555575,20522,558000,181997,0.326882343213149,-0.443771479914277,0.034059236563258,39
"ALPLAICBSAI","Alaska plaice","US Alaska",2008,3.48622355163097,15376,559000,89614.89844,0.297352931795848,-1.16872401300755,0.0255187029235287,39
"ALPLAICBSAI","Alaska plaice","US Alaska",2009,3.59761527158054,10944,557000,115846,0.240294108937716,-0.921713608356111,0.0181631558789736,39
"ALPLAICBSAI","Alaska plaice","US Alaska",2010,3.52169008806703,6165,554000,76256,0.276647043804152,-1.09007720226953,0.0102317119877442,39
"ALPLAICBSAI","Alaska plaice","US Alaska",2011,3.50404113126653,2656,544000,188471,0.404117648186851,-1.12921364762598,0.00440801736244096,39
"ALPLAICBSAI","Alaska plaice","US Alaska",2012,2.96430599946706,-1388,523000,104951,0.284882349589619,-2.3260727442513,-0.00230358738669731,39
"ALPLAICBSAI","Alaska plaice","US Alaska",2013,3.85185076732721,3523,505000,79314.5,0.407470583441523,-0.357948072555299,0.00584692965658113,39
"ALSKABSAI","Alaska skate","US Alaska",1950,3.40514686445223,0,6e+05,21100000,0,-1.66606571394128,0,64
"ALSKABSAI","Alaska skate","US Alaska",1951,3.89601642204934,-1000,6e+05,20900000,0,-0.564690451130999,-0.00209437790431311,64
"ALSKABSAI","Alaska skate","US Alaska",1952,3.70075977937163,-1000,599000,20600000,0,-1.00279224990077,-0.00209437790431311,64
"ALSKABSAI","Alaska skate","US Alaska",1953,4.25609018057748,-1000,598000,20400000,0,0.243215283279022,-0.00209437790431311,64
"ALSKABSAI","Alaska skate","US Alaska",1954,4.12613985467776,-3000,597000,20100000,0,-0.048357237617776,-0.00628313371293933,64
"ALSKABSAI","Alaska skate","US Alaska",1955,3.75383411679106,-3000,594000,19800000,0,-0.883708144115209,-0.00628313371293933,64
"ALSKABSAI","Alaska skate","US Alaska",1956,3.35192057307556,-5000,591000,19500000,0,-1.78549076229906,-0.0104718895215655,64
"ALSKABSAI","Alaska skate","US Alaska",1957,4.5815204667492,-5000,586000,19200000,0,0.973390665743837,-0.0104718895215655,64
"ALSKABSAI","Alaska skate","US Alaska",1958,4.3830285836982,-6931,581000,18800000,0,0.528029884091057,-0.0145161332547942,64
"ALSKABSAI","Alaska skate","US Alaska",1959,4.13973559083801,-6823,574000,18500000,0,-0.0178521731768387,-0.0142899404411283,64
"ALSKABSAI","Alaska skate","US Alaska",1960,3.95476863054771,-7000,567000,18100000,0,-0.432866776034229,-0.0146606453301918,64
"ALSKABSAI","Alaska skate","US Alaska",1961,3.89285454703847,-7000,560000,17800000,0,-0.571784822470948,-0.0146606453301918,64
"ALSKABSAI","Alaska skate","US Alaska",1962,3.93297216274044,-7000,553000,17400000,0,-0.481772009793441,-0.0146606453301918,64
"ALSKABSAI","Alaska skate","US Alaska",1963,3.93618372502223,-7000,546000,17100000,0,-0.474566153986345,-0.0146606453301918,64
"ALSKABSAI","Alaska skate","US Alaska",1964,3.78959493208199,-6653,539000,16800000,0.0108695652173913,-0.803470784250891,-0.0139338961973951,64
"ALSKABSAI","Alaska skate","US Alaska",1965,3.73535851637559,-7920,532000,16500000,0.0217391304347826,-0.925162271689907,-0.0165874730021598,64
"ALSKABSAI","Alaska skate","US Alaska",1966,4.02212977693456,-6950,523000,16200000,0.0217391304347826,-0.281727029931026,-0.0145559264349761,64
"ALSKABSAI","Alaska skate","US Alaska",1967,4.82465835590262,-6500,515000,15900000,0.0652173913043478,1.51892471327439,-0.0136134563780352,64
"ALSKABSAI","Alaska skate","US Alaska",1968,4.04438341524833,-7200,506000,15700000,0.271739130434783,-0.231796032241351,-0.0150795209110544,64
"ALSKABSAI","Alaska skate","US Alaska",1969,4.47070620820747,-6940,488000,15500000,0.130434782608696,0.724754177219327,-0.014534982655933,64
"ALSKABSAI","Alaska skate","US Alaska",1970,4.15283039532683,-6280,476000,15200000,0.206521739130435,0.011528939406152,-0.0131526932390863,64
"ALSKABSAI","Alaska skate","US Alaska",1971,3.08401567239519,-6530,462000,15100000,0.173913043478261,-2.38659512053099,-0.0136762877151646,64
"ALSKABSAI","Alaska skate","US Alaska",1972,3.25872506360957,-4710,449000,1.5e+07,0.173913043478261,-1.99459566021389,-0.00986451992931475,64
"ALSKABSAI","Alaska skate","US Alaska",1973,3.76056720950348,-5700,438000,1.5e+07,0.793478260869565,-0.868600949870024,-0.0119379540545847,64
"ALSKABSAI","Alaska skate","US Alaska",1974,4.04858251631496,-3300,406000,15200000,0.934782608695652,-0.222374413057089,-0.00691144708423326,64
"ALSKABSAI","Alaska skate","US Alaska",1975,3.48978353446468,-2900,374000,15800000,0.934782608695652,-1.47616448002761,-0.00607369592250802,64
"ALSKABSAI","Alaska skate","US Alaska",1976,3.47189867931699,-1400,345000,16900000,0.478260869565217,-1.51629313892232,-0.00293212906603835,64
"ALSKABSAI","Alaska skate","US Alaska",1977,4.48483312624418,600,331000,18900000,0.706521739130435,0.756451066595691,0.00125662674258787,64
"ALSKABSAI","Alaska skate","US Alaska",1978,4.64115872031747,1400,314000,22400000,1.29347826086957,1.10720238044628,0.00293212906603835,64
"ALSKABSAI","Alaska skate","US Alaska",1979,5.16782297844452,3800,286000,28500000,0.891304347826087,2.28889103220731,0.00795863603638982,64
"ALSKABSAI","Alaska skate","US Alaska",1980,4.20340343555288,5900,271000,39200000,0.826086956521739,0.125000827422067,0.0123568296354473,64
"ALSKABSAI","Alaska skate","US Alaska",1981,4.8818653003564,9100,260000,49700000,0.869565217391304,1.64728124406188,0.0190588389292493,64
"ALSKABSAI","Alaska skate","US Alaska",1982,4.00054674434756,14790,252000,36900000,0.456521739130435,-0.330153374200801,0.0309758492047909,64
"ALSKABSAI","Alaska skate","US Alaska",1983,4.57714450979044,20430,258000,28300000,0.369565217391304,0.963572230946018,0.0427881405851168,64
"ALSKABSAI","Alaska skate","US Alaska",1984,4.40447373286126,26070,271000,23800000,0.184782608695652,0.576146856166267,0.0546004319654428,64
"ALSKABSAI","Alaska skate","US Alaska",1985,4.15017935624198,33490,293000,21600000,0.228260869565217,0.00558074232689314,0.070140716015446,64
"ALSKABSAI","Alaska skate","US Alaska",1986,4.34915586724168,38980,321000,20800000,0.184782608695652,0.452028894801723,0.081638850710125,64
"ALSKABSAI","Alaska skate","US Alaska",1987,4.67576558547361,42070,355000,20900000,0.130434782608696,1.18485059597825,0.0881104784344525,64
"ALSKABSAI","Alaska skate","US Alaska",1988,4.07448669215516,42730,393000,21500000,0.173913043478261,-0.164252620755395,0.0894927678512992,64
"ALSKABSAI","Alaska skate","US Alaska",1989,4.33105853841537,38340,430000,22700000,0.0652173913043478,0.411423503850588,0.0802984488513646,64
"ALSKABSAI","Alaska skate","US Alaska",1990,4.23892315350591,33700,466000,22900000,0.0652173913043478,0.204697231670412,0.0705805353753518,64
"ALSKABSAI","Alaska skate","US Alaska",1991,4.36764286016188,25620,497000,2e+07,0.173913043478261,0.493508584000069,0.0536579619085019,64
"ALSKABSAI","Alaska skate","US Alaska",1992,4.07219191955196,19400,515000,20300000,0.358695652173913,-0.169401454574529,0.0406309313436743,64
"ALSKABSAI","Alaska skate","US Alaska",1993,4.73987897702508,14100,519000,25600000,0.260869565217391,1.32870328021339,0.0295307284508148,64
"ALSKABSAI","Alaska skate","US Alaska",1994,4.25291897894608,10900,522000,31200000,0.304347826086957,0.236099985587097,0.0228287191570129,64
"ALSKABSAI","Alaska skate","US Alaska",1995,4.23877513251371,9500,520000,26800000,0.315217391304348,0.204365113581883,0.0198965900909745,64
"ALSKABSAI","Alaska skate","US Alaska",1996,4.48714486035917,8500,516000,29500000,0.271739130434783,0.761637957347094,0.0178022121866614,64
"ALSKABSAI","Alaska skate","US Alaska",1997,4.87225956744145,9000,513000,31800000,0.391304347826087,1.62572864123706,0.018849401138818,64
"ALSKABSAI","Alaska skate","US Alaska",1998,4.44433877283619,11300,506000,33500000,0.434782608695652,0.665592958903336,0.0236664703187381,64
"ALSKABSAI","Alaska skate","US Alaska",1999,3.81840263768321,13600,5e+05,35800000,0.315217391304348,-0.738834275760082,0.0284835394986583,64
"ALSKABSAI","Alaska skate","US Alaska",2000,4.06525865085423,15400,501000,30200000,0.402173913043478,-0.184957788260155,0.0322534197264219,64
"ALSKABSAI","Alaska skate","US Alaska",2001,4.36975264657466,18500,5e+05,27600000,0.434782608695652,0.498242360069261,0.0387459912297925,64
"ALSKABSAI","Alaska skate","US Alaska",2002,4.54403788598166,19500,501000,34300000,0.478260869565217,0.889290141266943,0.0408403691341056,64
"ALSKABSAI","Alaska skate","US Alaska",2003,4.92005399304723,24300,501000,42100000,0.467391304347826,1.73296608802457,0.0508933830748086,64
"ALSKABSAI","Alaska skate","US Alaska",2004,4.85882305110258,23200,506000,40200000,0.478260869565217,1.59558082195403,0.0485895673800641,64
"ALSKABSAI","Alaska skate","US Alaska",2005,4.70326409459018,24100,509000,44600000,0.489130434782609,1.24654963034781,0.0504745074939459,64
"ALSKABSAI","Alaska skate","US Alaska",2006,4.23964879304804,24300,512000,35100000,0.423913043478261,0.206325365721608,0.0508933830748086,64
"ALSKABSAI","Alaska skate","US Alaska",2007,4.0813515671041,22900,518000,44600000,0.380434782608696,-0.14884974368952,0.0479612540087702,64
"ALSKABSAI","Alaska skate","US Alaska",2008,3.77989051724001,20700,525000,38100000,0.358695652173913,-0.825244801974309,0.0433536226192814,64
"ALSKABSAI","Alaska skate","US Alaska",2009,3.87375105533394,21700,530000,33200000,0.358695652173913,-0.614647764103885,0.0454480005235945,64
"ALSKABSAI","Alaska skate","US Alaska",2010,3.85325841312371,19100,535000,28500000,0.271739130434783,-0.660627574525321,0.0400026179723804,64
"ALSKABSAI","Alaska skate","US Alaska",2011,3.83311915663736,16800,541000,26400000,0.369565217391304,-0.705814485308782,0.0351855487924602,64
"ALSKABSAI","Alaska skate","US Alaska",2012,3.29371363733496,12600,539000,2e+07,0.380434782608696,-1.91609099642746,0.0263891615943452,64
"ALSKABSAI","Alaska skate","US Alaska",2013,4.09779290256519,9100,532000,16900000,0.41304347826087,-0.111959942959054,0.0190588389292493,64
"ANCHMEDGSA16","Anchovy","Mediterranean-Black Sea",2005,19.9304062922796,4005.14,15341.74,973071000,2.06461675579323,-1.42130714027806,0.31498300340738,16
"ANCHMEDGSA16","Anchovy","Mediterranean-Black Sea",2006,20.2418687939644,5312.94,16333.87,1128163000,2.41431526594925,-0.15515326843982,0.417834532156979,16
"ANCHMEDGSA16","Anchovy","Mediterranean-Black Sea",2007,20.199458916982,3501.3,17695.14,1252819000,2.21947250280584,-0.327557425135998,0.275358661577438,16
"ANCHMEDGSA16","Anchovy","Mediterranean-Black Sea",2008,20.0587863723437,3162.64,18278.46,1183598000,1.94071543319909,-0.899417877330564,0.248724850041775,16
"ANCHMEDGSA16","Anchovy","Mediterranean-Black Sea",2009,20.0755701859792,1592.11,17768.77,1078068000,2.29082986730046,-0.831188506206125,0.125211001252122,16
"ANCHMEDGSA16","Anchovy","Mediterranean-Black Sea",2010,19.8810447653135,-360.200000000001,13874.69,686024000,3.37383530292027,-1.62197106659309,-0.0283278182104342,16
"ANCHMEDGSA16","Anchovy","Mediterranean-Black Sea",2011,20.3035911719004,2588.3,9312.74,498679000,3.99518056380801,0.0957598507318031,0.203556057396076,16
"ANCHMEDGSA16","Anchovy","Mediterranean-Black Sea",2012,20.4710099697113,2122.56,7882.82,565589000,3.24579564710284,0.776348871625547,0.166928078347415,16
"ANCHMEDGSA16","Anchovy","Mediterranean-Black Sea",2013,20.1307076215744,1848.55,7380.44,467131000,2.51336348231773,-0.607044420852495,0.145378646176841,16
"ANCHMEDGSA16","Anchovy","Mediterranean-Black Sea",2014,20.2830062905947,3972.26,8065.37,582088000,2.47424242424242,0.0120784219063158,0.312397165920542,16
"ANCHMEDGSA16","Anchovy","Mediterranean-Black Sea",2015,20.5428496599197,3006.06,9937.37,770946000,2.67226073369864,1.06839077528006,0.236410664102325,16
"ANCHMEDGSA16","Anchovy","Mediterranean-Black Sea",2016,20.439956009388,3521.44,11111.86,776111000,2.49542043528972,0.650108660086212,0.276942565682818,16
"ANCHMEDGSA16","Anchovy","Mediterranean-Black Sea",2017,20.3155773282051,3969.13,12375.77,878563000,2.2741114852226,0.144485839033965,0.31215100803326,16
"ANCHMEDGSA16","Anchovy","Mediterranean-Black Sea",2018,20.542623658975,2150.29,13606.98,943905000,2.56090975110583,1.06747203877206,0.16910889566828,16
"ANCHMEDGSA16","Anchovy","Mediterranean-Black Sea",2019,20.2351409196854,2608.8,12717.44,769171000,2.94886996324905,-0.182503347571396,0.205168273590729,16
"ANCHMEDGSA16","Anchovy","Mediterranean-Black Sea",2020,20.8289637565613,2023.12,11763.2,778550000,2.15342862172928,2.23149859497154,0.159107650132964,16
"ANCHMEDGSA7","Anchovy","Mediterranean-Black Sea",2002,17.5405068056924,-20289.827828,57341.52009,8626202000,0.242857142857143,-1.45934011334397,-0.647434240062691,19
"ANCHMEDGSA7","Anchovy","Mediterranean-Black Sea",2003,18.6092703683036,3246.103403,30546.18157,6362306000,0.216326530612245,1.10951349745901,0.103580893228968,19
"ANCHMEDGSA7","Anchovy","Mediterranean-Black Sea",2004,17.8400822026389,-7371.070228,26877.1927,4650284000,0.2,-0.739288113934904,-0.235205704650098,19
"ANCHMEDGSA7","Anchovy","Mediterranean-Black Sea",2005,17.7899128595988,14908.365108,15001.17078,3868816000,0.197959183673469,-0.859873903466595,0.475715521890979,19
"ANCHMEDGSA7","Anchovy","Mediterranean-Black Sea",2006,18.1858077730451,-10188.187498,27743.68632,4376704000,0.216326530612245,0.0916892986136983,-0.325097949884084,19
"ANCHMEDGSA7","Anchovy","Mediterranean-Black Sea",2007,17.5804835955302,12842.630882,15121.57048,3802937000,0.253061224489796,-1.36325289207658,0.409799384991278,19
"ANCHMEDGSA7","Anchovy","Mediterranean-Black Sea",2008,17.6930439358666,10588.00883,24133.61645,2301697000,0.312244897959184,-1.09270564774508,0.337855969441404,19
"ANCHMEDGSA7","Anchovy","Mediterranean-Black Sea",2009,18.2465940543583,-2908.364698,30904.81899,2607272000,0.385714285714286,0.237793697847891,-0.0928038869544413,19
"ANCHMEDGSA7","Anchovy","Mediterranean-Black Sea",2010,17.6352387155805,4395.879543,25743.64229,2551648000,0.448979591836735,-1.2316448425773,0.140269447106978,19
"ANCHMEDGSA7","Anchovy","Mediterranean-Black Sea",2011,18.2705037820907,12698.487056,28040.84304,2493096000,0.471428571428571,0.295262526845603,0.40519985614179,19
"ANCHMEDGSA7","Anchovy","Mediterranean-Black Sea",2012,18.0251038755689,-15799.529804,39288.60906,2158468000,0.43265306122449,-0.294574606466706,-0.504151965147991,19
"ANCHMEDGSA7","Anchovy","Mediterranean-Black Sea",2013,17.781719991139,12633.189299,22192.49143,3977883000,0.348979591836735,-0.879566079044113,0.403116250305433,19
"ANCHMEDGSA7","Anchovy","Mediterranean-Black Sea",2014,18.4285371757689,11800.864839,32696.72523,4114635000,0.251020408163265,0.675107675183031,0.376557357898173,19
"ANCHMEDGSA7","Anchovy","Mediterranean-Black Sea",2015,18.6245545319148,-15516.409627,42452.30343,4391523000,0.16530612244898,1.14625013431141,-0.495117797968442,19
"ANCHMEDGSA7","Anchovy","Mediterranean-Black Sea",2016,18.3041419301714,33094.610499,26102.27971,4987118000,0.106122448979592,0.376114345882841,1.05602591506578,19
